 sex row_number liters_drunk age drink check_number label
0 Ж  -2 77 Bugbeer 9774 1
8697 Ж 95.0 3 66 Beerbeer 3927 1
8698 M 86.0 0 46 Beerbeer 9728 1
8699 ж 96.0 4 71 Water 4731 1
8700 ж 86.0 3 32 Fanta 2861 1
8701 ж 62.0 0 75 "Strong beer" 4923 1
8702 м 69.0 3 60 Bugbeer 3616 1
8703 - 96.0 1 78 Beerbeer 6917 1
8704 м 34.0 4 64 Beerbeer 374 1
8705 Ж 46.0 65931187 32 Beerbeer 782 0
8706 - 80.0 3 50 Beerbeer 4501 0
8707 M 94.0 1 35 "Strong beer" 654 1
8708 м 0.0 -4 52 Beerbeer 8662 1
8709 Ж 46.0 3 73 Bugbeer 7443 0
8710 "Не указан" 36.0 3 80 "Strong beer" 1697 1
8711 M 20.0 2 17 Cola 2921 1
8712 Ж 88.0 4 70 Fanta 6096 0
8713 "Не указан" 21.0 3 12 Water 7397 1
8714 "Не указан" 30.0 3 30 Water 7541 0
8715 ж 50.0 2 70 Water 1296 0
8716 ж 11.0 5 45 Cola 9337 1
8717 - 21.0 1 36 Bugbeer 2098 1
8718 ж 98.0 0 16 Cola 6079 1
8719 Ж 33.0 3 49 Beerbeer 3722 1
8720 Ж 49.0 0 72 Beerbeer 2870 1
8721 Ж 95.0 5 73 Beerbeer 8916 1
8722 M 82.0 5 25 "Strong beer" 4591 1
8723 - 93.0 3 11 Fanta 7213 0
8724 "Не указан" 26.0 1 27 "Strong beer" 7421 1
8725 "Не указан" 75.0 94332344 28 Beerbeer 9513 1
8726 ж  3 65 Beerbeer 2446 1
8727 - 88.0 1 50 Cola 5702 0
8728 ж 78.0 4 68 "Strong beer" 7357 1
8729 ж 27.0 3 46 Water 7827 1
8730 Ж 69.0 1 10 Water 6675 0
8731 - 15.0 2 53 Beerbeer 9856 0
8732 ж  4 44 Fanta 5122 0
8733 м 74.0 0 48 Beerbeer 5695 1
8734 M 15.0 5 67 Beerbeer 1371 0
8735 Ж 56.0 3 45 Beerbeer 6456 1
8736 Ж 56.0 5 34 Fanta 7625 1
8737 м 67.0 2 67 Fanta 2542 0
8738 M 98.0 4 61 Bugbeer 7095 0
8739 Ж 67.0 4 42 "Strong beer" 2286 1
8740 ж 85.0 1 59 "Strong beer" 6708 1
8741 "Не указан" 22.0 5 32 Bugbeer 2306 1
8742 M 97.0 3 77 Beerbeer 8423 0
8743 Ж 35.0 5 49 Water 1415 1
8744 "Не указан" 74.0 1 54 Beerbeer 4893 0
8745 "Не указан" 88.0 5 19 Fanta 3671 0
8746 ж 87.0 64554892 28 Cola 3923 0
8747 "Не указан" 6.0 3 70 Beerbeer 8998 0
8748 "Не указан" 95.0 3 71 Water 3894 1
8749 -  4 30 Bugbeer 5804 1
8750 ж 28.0 0 31 Bugbeer 958 0
8751 - 88.0 3 63 Fanta 5744 0
8752 - 56.0 -6 60 Fanta 2084 1
8753 м 29.0 4 65 Water 2944 1
8754 M 79.0 2 60 Water 9364 1
8755 M 65.0 4 20 Water 4546 1
8756 "Не указан" 40.0 1 64 Cola 6119 1
8757 Ж 18.0 1 56 Fanta 8756 0
8758 "Не указан" 67.0 0 80 "Strong beer" 3022 0
8759 "Не указан" 91.0 2 28 "Strong beer" 5898 1
8760 ж 32.0 -4 42 Bugbeer 8326 1
8761 ж 55.0 2 71 "Strong beer" 3314 1
8762 "Не указан" 64.0 3 63 "Strong beer" 571 0
8763 Ж 2.0 1 48 Bugbeer 7464 1
8764 ж 61.0 5 15 Cola 1286 1
8765 M 48.0 3 80 Beerbeer 9596 1
8766 "Не указан" 67.0 0 47 Bugbeer 8906 0
8767 "Не указан" 90.0 3 75 Beerbeer 3390 0
8768 ж 55.0 2 79 "Strong beer" 166 0
8769 м 29.0 1 74 Water 9262 1
8770 Ж 57.0 3 41 Cola 9436 1
8771 Ж 28.0 14491461 69 Cola 524 1
8772 ж 56.0 2 26 Beerbeer 9207 1
8773 "Не указан" 2.0 -3 47 Water 5031 0
8774 м 21.0 1 75 Beerbeer 4205 1
8775 ж 38.0 3 78 Bugbeer 9876 0
8776 "Не указан" 18.0 5 72 Water 9518 1
8777 Ж 73.0 13451544 30 Fanta 3631 1
8778 м 21.0 4 12 Water 3477 1
8779 Ж 27.0 5 48 Beerbeer 4175 1
8780 ж 35.0 5 27 Bugbeer 7643 1
8781 "Не указан" 88.0 2 45 Fanta 2476 1
8782 Ж 63.0 4 61 Water 9303 0
8783 ж 32.0 0 34 "Strong beer" 1711 0
8784 M 36.0 1 29 Beerbeer 4299 0
8785 м 64.0 4 66 Fanta 3438 1
8786 "Не указан" 69.0 3 30 "Strong beer" 706 1
8787 M 13.0 2 40 Fanta 8608 1
8788 м  4 46 Water 8270 0
8789 Ж  4 35 "Strong beer" 5664 1
8790 - 1.0 5 40 Fanta 3741 0
8791 - 16.0 3 53 Water 9426 1
8792 ж 62.0 4 49 Water 7835 1
8793 "Не указан" 7.0 5 54 Beerbeer 1702 0
8794 ж 24.0 1 58 Cola 73 0
8795 - 45.0 75592674 43 "Strong beer" 5336 1
8796 м 54.0 0 38 Cola 6653 1
8797 м 65.0 0 19 Cola 5492 1
8798 Ж 42.0 3 66 Water 9551 1
8799 - 2.0 4 51 Water 1074 1
8800 M 99.0 2 79 Fanta 4885 0
8801 Ж 73.0 0 65 "Strong beer" 4288 0
8802 м 24.0 2 47 Fanta 5200 0
8803 - 14.0 3 73 Fanta 1058 0
8804 ж 96.0 0 47 Beerbeer 192 1
8805 "Не указан" 62.0 2 66 Water 3974 1
8806 M 46.0 2 71 "Strong beer" 8925 0
8807 Ж 51.0 4 55 Cola 48 0
8808 M 90.0 1 44 Water 6884 0
8809 Ж 5.0 3 67 "Strong beer" 629 0
8810 Ж  3 58 Fanta 8333 0
8811 м 69.0 2 68 Cola 6900 1
8812 Ж 51.0 -1 46 Cola 9994 1
8813 "Не указан" 62.0 0 19 Cola 1389 0
8814 ж 25.0 5 74 Bugbeer 349 1
8815 м 57.0 8575335 50 Cola 9707 0
8816 ж 54.0 0 69 Fanta 2323 0
8817 ж 95.0 0 49 Cola 6235 0
8818 Ж 91.0 4 70 Bugbeer 9372 1
8819 ж 58.0 2 35 Water 9700 0
8820 Ж 47.0 1 57 Beerbeer 1192 1
8821 M 90.0 4 58 Bugbeer 4730 0
8822 M 57.0 2 46 Cola 372 0
8823 - 99.0 0 52 Fanta 8883 1
8824 м 16.0 0 38 Bugbeer 3070 1
8825 M 97.0 92837634 56 Water 3166 1
8826 м 21.0 2 69 Beerbeer 5091 1
8827 M 11.0 1 11 Fanta 7441 1
8828 ж 25.0 2 49 Water 72 0
8829 M 35.0 1 43 Cola 7145 0
8830 Ж 95.0 5 80 Beerbeer 9915 1
8831 M 41.0 3 32 Water 1950 1
8832 - 58.0 2 19 Water 6191 1
8833 "Не указан" 45.0 2 33 Water 5972 1
8834 "Не указан" 90.0 5 34 Bugbeer 2548 1
8835 - 48.0 1 74 Beerbeer 3696 1
8836 "Не указан" 74.0 0 54 Cola 6616 1
8837 ж 11.0 5 68 Water 4953 1
8838 M 10.0 31809062 55 "Strong beer" 6556 1
8839 ж 81.0 3 68 Cola 8063 0
8840 м 85.0 3 12 Cola 7339 0
8841 - 18.0 2 56 Bugbeer 9055 1
8842 "Не указан" 89.0 -6 46 Bugbeer 6315 1
8843 ж 28.0 1 19 Cola 1899 1
8844 M 5.0 1 27 Fanta 6718 1
8845 ж 78.0 1 47 Cola 3710 0
8846 "Не указан" 30.0 1 13 Fanta 8126 0
8847 "Не указан" 13.0 1 65 Cola 9348 1
8848 M 2.0 5 50 "Strong beer" 7201 0
8849 - 56.0 2 76 Beerbeer 7005 0
8850 - 2.0 2 32 Fanta 780 0
8851 M 24.0 -4 40 Beerbeer 5029 1
8852 Ж 31.0 0 64 Bugbeer 3612 0
8853 ж 60.0 22591828 35 Cola 8191 0
8854 Ж 32.0 0 72 Fanta 4294 0
8855 M 60.0 4 44 Water 933 0
8856 ж 46.0 1 10 Fanta 4363 1
8857 ж 12.0 1 67 "Strong beer" 4527 0
8858 "Не указан" 97.0 4 68 Cola 5263 1
8859 м 61.0 0 46 "Strong beer" 4768 1
8860 M 98.0 0 37 Cola 423 0
8861 - 22.0 3 50 Bugbeer 425 1
8862 M 96.0 0 12 Cola 5983 0
8863 - 59.0 2 75 "Strong beer" 5973 1
8864 - 23.0 0 62 Water 5098 0
8865 M 12.0 5 13 Water 3965 1
8866 м 55.0 0 57 Fanta 4688 0
8867 ж 85.0 2 31 Water 7742 0
8868 "Не указан" 89.0 4 79 Beerbeer 4066 1
8869 ж 74.0 2 22 Bugbeer 5490 1
8870 "Не указан" 80.0 0 12 Fanta 6333 0
8871 M 99.0 4 37 Beerbeer 9376 1
8872 "Не указан" 15.0 4 27 Bugbeer 3574 1
8873 Ж 89.0 2 77 Fanta 4576 0
8874 м 73.0 3 41 Fanta 7636 1
8875 M 57.0 3 49 Fanta 9072 1
8876 M 58.0 4 26 "Strong beer" 1841 1
8877 Ж 99.0 4 26 Bugbeer 7531 1
8878 - 83.0 1 38 Beerbeer 6090 0
8879 м 54.0 5 36 Beerbeer 4318 1
8880 ж 27.0 3 66 Bugbeer 3058 0
8881 M 33.0 3 11 Fanta 2624 1
8882 M 36.0 0 64 Fanta 115 1
8883 M 58.0 -1 47 Fanta 5214 0
8884 ж 19.0 3 38 Water 4481 1
8885 - 56.0 1 77 Cola 8786 0
8886 Ж 12.0 3 71 Bugbeer 4244 1
8887 м 53.0 5 37 Beerbeer 7209 1
8888 - 70.0 2 59 Bugbeer 5689 1
8889 м 88.0 2 35 Beerbeer 1717 1
8890 м 94.0 84650463 49 Bugbeer 1397 0
8891 -  5 50 Water 9396 0
8892 "Не указан" 2.0 3 78 Beerbeer 269 0
8893 Ж  4 35 "Strong beer" 2547 1
8894 м 60.0 1 53 "Strong beer" 3048 1
8895 ж  2 22 Bugbeer 6575 1
8896 Ж 16.0 5 22 Bugbeer 2192 1
8897 м 24.0 4 78 "Strong beer" 869 1
8898 ж 55.0 5 50 Bugbeer 320 0
8899 "Не указан" 80.0 1 18 Water 2001 1
8900 ж 22.0 3006587 18 Water 5524 1
8901 "Не указан" 76.0 0 76 Beerbeer 6980 1
8902 ж 33.0 2 64 Beerbeer 9435 1
8903 м 75.0 5 31 Fanta 8954 1
8904 ж 26.0 3 78 Beerbeer 8965 0
8905 "Не указан" 68.0 5 38 "Strong beer" 5701 1
8906 м 99.0 -1 31 Beerbeer 6866 1
8907 M 93.0 2 66 Water 7843 0
8908 ж 54.0 3 71 Water 3917 0
8909 ж 79.0 4 35 Beerbeer 3580 1
8910 ж 2.0 0 41 "Strong beer" 8339 0
8911 M 33.0 0 45 "Strong beer" 8857 1
8912 "Не указан" 79.0 1 19 Fanta 2616 0
8913 м 6.0 84072410 46 Beerbeer 6199 0
8914 "Не указан" 17.0 -1 30 Water 7549 0
8915 - 48.0 2 64 Fanta 8634 1
8916 - 40.0 4 14 Cola 7730 0
8917 -  1 74 Cola 909 0
8918 ж 23.0 46260583 40 "Strong beer" 7087 0
8919 M 9.0 0 80 Water 8476 0
8920 - 84.0 4 17 Water 5258 0
8921 - 63.0 2 64 Bugbeer 9696 1
8922 Ж 35.0 1 11 Fanta 1671 1
8923 M 49.0 1 79 Fanta 7922 0
8924 ж 5.0 5 37 Cola 9295 1
8925 ж  6269376 33 Bugbeer 2488 1
8926 "Не указан" 24.0 -6 26 Bugbeer 1099 0
8927 "Не указан" 5.0 0 63 Bugbeer 8992 1
8928 ж 83.0 5 73 Cola 688 0
8929 м 71.0 4 35 Water 2781 1
8930 м 96.0 1 41 Cola 6959 0
8931 - 83.0 15645577 54 Bugbeer 5807 1
8932 ж 71.0 5 68 Cola 9381 1
8933 ж 53.0 5 41 "Strong beer" 6209 1
8934 - 33.0 0 41 Beerbeer 6790 0
8935 "Не указан" 91.0 2 56 Water 8178 0
8936 Ж 73.0 52758697 44 "Strong beer" 890 1
8937 - 39.0 -4 10 Water 5015 1
8938 м 55.0 4 47 Cola 4763 1
8939 ж 45.0 1 50 Water 3954 1
8940 м 85.0 2 63 Beerbeer 9486 0
8941 м 63.0 1 63 Fanta 4020 0
8942 -  2 22 Water 2076 1
8943 ж 65.0 0 38 Water 5523 0
8944 м 57.0 4 27 Bugbeer 3011 1
8945 M 56.0 3 39 Water 775 0
8946 M 29.0 4 27 Beerbeer 8023 1
8947 ж  0 76 Beerbeer 7686 1
8948 м 11.0 5 36 "Strong beer" 1487 1
8949 M  0 58 Beerbeer 6585 0
8950 ж 85.0 0 51 Cola 4167 0
8951 "Не указан" 14.0 5 24 Fanta 200 1
8952 м 85.0 2 25 Beerbeer 1992 0
8953 ж 67.0 3 63 "Strong beer" 358 0
8954 M 0.0 2 37 Cola 9907 1
8955 M 28.0 0 23 Fanta 9980 1
8956 м 1.0 1 39 Cola 3866 0
8957 ж 64.0 2 26 Water 5239 0
8958 M 47.0 4 18 Cola 761 0
8959 "Не указан" 77.0 72406433 18 Fanta 4337 0
8960 "Не указан" 45.0 3 62 Beerbeer 7885 1
8961 "Не указан" 56.0 3 39 Beerbeer 3987 0
8962 ж 3.0 3 29 Cola 5956 1
8963 "Не указан" 99.0 3 65 "Strong beer" 3641 0
8964 M 15.0 1 20 Fanta 7550 1
8965 - 49.0 0 46 Water 3952 1
8966 "Не указан" 60.0 17622801 49 Water 5853 1
8967 ж  2 33 Water 7904 1
8968 - 76.0 4 42 Water 9371 1
8969 ж 85.0 4 32 Water 7767 1
8970 - 91.0 3 80 Bugbeer 5882 0
8971 Ж 0.0 3 51 Beerbeer 6514 1
8972 м 37.0 5 70 Fanta 9076 1
8973 "Не указан" 48.0 5 72 Beerbeer 5102 1
8974 "Не указан"  0 42 Bugbeer 429 0
8975 ж 8.0 4 38 Bugbeer 2220 1
8976 ж 73.0 3 35 Bugbeer 1215 0
8977 - 29.0 3 72 Cola 683 0
8978 ж 52.0 4 45 Cola 2303 0
8979 м 93.0 4 71 Beerbeer 9788 0
8980 Ж 50.0 4 37 Bugbeer 6950 1
8981 M 98.0 4 62 Cola 3797 0
8982 - 18.0 4 11 Water 1687 0
8983 M 63.0 0 50 Fanta 4471 1
8984 "Не указан" 10.0 3 57 Cola 9669 1
8985 M 93.0 1 78 "Strong beer" 5164 1
8986 м 57.0 71140008 35 "Strong beer" 7002 1
8987 M 68.0 1 60 Beerbeer 9150 0
8988 - 1.0 1 62 "Strong beer" 8279 1
8989 "Не указан" 79.0 5 62 Cola 5000 1
8990 - 22.0 5 34 Fanta 4158 1
8991 M 53.0 2 19 Water 5847 0
8992 ж 19.0 -5 51 Fanta 4302 0
8993 Ж 25.0 2 47 Water 5412 1
8994 ж 42.0 2 49 Fanta 2535 0
8995 ж 68.0 0 22 Fanta 6689 0
8996 - 71.0 4 41 Bugbeer 3733 1
8997 ж 58.0 4 41 Water 2215 0
8998 Ж 10.0 42319091 76 Fanta 7621 1
8999 - 19.0 5 14 Fanta 5462 1
9000 "Не указан" 45.0 2 67 Water 490 0
9001 "Не указан"  3 17 Fanta 4386 1
9002 - 91.0 3 10 Fanta 5397 1
9003 "Не указан" 58.0 4 73 Bugbeer 9520 0
9004 M 47.0 5 46 Bugbeer 7104 1
9005 м 89.0 3 26 Fanta 557 0
9006 м 82.0 3 68 Bugbeer 7960 1
9007 ж 97.0 4 76 Cola 7007 0
9008 ж 62.0 4 80 Bugbeer 7640 1
9009 ж 36.0 4 10 Cola 5174 1
9010 - 86.0 2 12 Cola 8711 0
9011 м 74.0 2 65 "Strong beer" 8600 1
9012 ж 0.0 2 64 "Strong beer" 5929 1
9013 Ж 6.0 1 77 Water 8067 0
9014 м 23.0 3 31 Cola 3939 0
9015 M 31.0 5 22 Cola 5042 1
9016 - 77.0 1 59 Cola 8425 1
9017 "Не указан"  3 22 Bugbeer 4141 1
9018 M 57.0 4 65 Water 9769 0
9019 M 22.0 1 56 Bugbeer 8547 1
9020 M 95.0 1 44 Cola 714 0
9021 "Не указан" 93.0 3 79 Cola 661 1
9022 ж 74.0 0 12 Water 1768 1
9023 M 58.0 2 65 Cola 5273 0
9024 м 46.0 3 80 "Strong beer" 4808 0
9025 - 2.0 0 76 Fanta 9855 0
9026 -  2 31 Fanta 1235 1
9027 м 6.0 0 18 Cola 5839 0
9028 - 97.0 3 62 Cola 9857 1
9029 м 51.0 81393652 53 Beerbeer 4872 0
9030 M 16.0 2 25 Water 6837 0
9031 ж 92.0 4 55 Beerbeer 7156 0
9032 м 18.0 2 74 Cola 7149 1
9033 ж 93.0 5 22 Water 1308 0
9034 Ж 97.0 1 27 Fanta 6249 0
9035 Ж 8.0 3 72 Bugbeer 7928 1
9036 "Не указан" 74.0 4 51 Fanta 5583 1
9037 - 65.0 3 80 Beerbeer 2903 0
9038 M 85.0 1 18 Water 7407 1
9039 M 15.0 84986475 64 Beerbeer 7601 1
9040 ж 1.0 94410959 18 Water 4330 1
9041 - 9.0 5 74 "Strong beer" 3385 1
9042 ж 16.0 5 62 Beerbeer 9919 1
9043 "Не указан" 20.0 0 66 Cola 821 1
9044 Ж 2.0 3 70 Cola 3988 1
9045 M 70.0 3 69 Bugbeer 4533 1
9046 ж 53.0 5 38 Beerbeer 3409 1
9047 "Не указан" 71.0 2 42 Cola 8290 0
9048 ж 35.0 2 62 Cola 2373 0
9049 - 1.0 -6 41 Bugbeer 7444 1
9050 м 46.0 1 78 Beerbeer 9375 1
9051 "Не указан" 80.0 2 59 Cola 1392 0
9052 "Не указан" 11.0 3 69 Bugbeer 1367 1
9053 м 75.0 3 13 Cola 2627 0
9054 Ж 82.0 4 43 Water 302 1
9055 м 86.0 3 50 "Strong beer" 4188 0
9056 м 49.0 3 74 Cola 6664 0
9057 ж 81.0 3 27 "Strong beer" 9888 0
9058 "Не указан" 82.0 5 54 Fanta 6293 1
9059 м 49.0 2 76 Fanta 9804 1
9060 ж 44.0 2 15 Cola 4685 1
9061 "Не указан" 91.0 3 69 Fanta 1804 0
9062 "Не указан" 86.0 5 17 Fanta 6200 1
9063 M 58.0 3 40 Fanta 7388 1
9064 "Не указан" 21.0 3 37 Water 6861 0
9065 Ж 70.0 0 61 Cola 3883 1
9066 "Не указан" 7.0 3 54 Cola 7091 0
9067 ж 33.0 5 59 Cola 6322 1
9068 м 8.0 4 64 Fanta 2681 1
9069 - 38.0 2 13 Cola 213 0
9070 "Не указан" 84.0 5 28 Beerbeer 4289 1
9071 м  0 34 "Strong beer" 8353 0
9072 м 58.0 1 20 Water 8212 1
9073 "Не указан" 38.0 3 43 "Strong beer" 7171 1
9074 ж 12.0 35793049 57 Cola 7721 1
9075 ж  5 47 Bugbeer 6889 1
9076 M 92.0 4 69 Water 8787 1
9077 Ж 11.0 3 12 Fanta 4469 1
9078 - 39.0 0 63 Fanta 961 1
9079 ж 10.0 0 62 "Strong beer" 3517 0
9080 Ж 73.0 3 54 Water 895 0
9081 "Не указан" 97.0 5 19 Water 1368 1
9082 Ж 23.0 0 16 Cola 8193 0
9083 "Не указан" 31.0 1 36 Bugbeer 8481 0
9084 M 71.0 2 32 Fanta 7040 0
9085 м 51.0 0 70 Beerbeer 391 0
9086 Ж  -5 31 Beerbeer 3456 0
9087 ж 98.0 2 44 Beerbeer 5465 0
9088 Ж 94.0 3 17 Cola 7537 1
9089 ж 8.0 4 80 Bugbeer 9584 1
9090 M 21.0 3 17 Fanta 2442 0
9091 ж 92.0 1 34 Fanta 9886 0
9092 M 64.0 78075277 39 "Strong beer" 2265 0
9093 Ж 28.0 4 55 "Strong beer" 4891 0
9094 "Не указан" 43.0 5 43 Bugbeer 4378 1
9095 - 8.0 1 55 Beerbeer 5110 0
9096 Ж 21.0 5 46 Water 2851 1
9097 - 64.0 0 80 Cola 3560 0
9098 м 91.0 5 14 Cola 6821 1
9099 Ж 2.0 3 41 Bugbeer 1578 1
9100 - 27.0 4 63 Bugbeer 3290 0
9101 ж 76.0 0 58 Bugbeer 8328 0
9102 "Не указан" 0.0 2 69 "Strong beer" 146 1
9103 м 31.0 4 12 Cola 8232 0
9104 M 87.0 5 37 Beerbeer 9729 1
9105 м 74.0 0 31 Cola 4945 0
9106 ж 31.0 2 18 Cola 604 1
9107 м 98.0 3 13 Fanta 9883 0
9108 "Не указан" 28.0 1 45 Bugbeer 2145 1
9109 Ж 8.0 2 75 Fanta 7412 0
9110 Ж 61.0 3 21 Beerbeer 3543 1
9111 - 45.0 4 22 Water 5757 0
9112 м 4.0 5 35 Beerbeer 3563 1
9113 ж  3 75 Fanta 5346 1
9114 ж 5.0 0 33 Bugbeer 2455 1
9115 - 52.0 2 25 Bugbeer 8031 1
9116 M 84.0 0 38 Fanta 2440 1
9117 - 88.0 5 49 Beerbeer 873 1
9118 м 23.0 5 77 Beerbeer 7074 1
9119 - 10.0 2 41 Beerbeer 131 1
9120 M 83.0 2 69 Beerbeer 7448 0
9121 M 10.0 5 44 Bugbeer 203 1
9122 "Не указан" 73.0 3 74 Fanta 2749 0
9123 "Не указан" 82.0 2 26 "Strong beer" 9746 1
9124 м 81.0 0 64 Cola 7653 0
9125 ж  0 23 Water 5566 0
9126 ж 53.0 4 27 Water 121 0
9127 - 48.0 -2 69 Beerbeer 6833 0
9128 "Не указан" 5.0 3 40 "Strong beer" 5641 1
9129 м 66.0 1 75 Fanta 8563 1
9130 - 62.0 5 78 Fanta 822 1
9131 Ж 92.0 5 67 "Strong beer" 2247 1
9132 м 15.0 2 71 Bugbeer 6156 1
9133 Ж 19.0 3 16 Cola 8472 1
9134 м 88.0 2 34 Water 9837 0
9135 Ж  1 68 Beerbeer 9009 0
9136 "Не указан" 23.0 0 61 Cola 3594 1
9137 - 52.0 3 32 Beerbeer 6475 1
9138 "Не указан" 45.0 2 65 Fanta 6310 0
9139 ж 74.0 5 62 Bugbeer 9078 0
9140 - 87.0 1 45 Water 4123 0
9141 -  5 51 Bugbeer 4306 1
9142 ж 39.0 4 15 Water 36 1
9143 ж 17.0 1 27 Fanta 1722 0
9144 "Не указан" 61.0 1 32 Fanta 8777 0
9145 M  5 61 Water 3310 0
9146 м 9.0 27322422 76 Fanta 8482 0
9147 M 67.0 0 43 Cola 9981 1
9148 M 84.0 4 27 Cola 156 1
9149 M 61.0 4 59 Beerbeer 279 0
9150 - 49.0 1 43 Cola 2186 1
9151 м 41.0 4 52 Beerbeer 4516 0
9152 M 91.0 1 51 Fanta 2021 0
9153 м 44.0 1 37 Bugbeer 1573 0
9154 M 66.0 87554227 58 Fanta 3072 1
9155 м 58.0 5 17 Cola 9571 1
9156 M 64.0 1 71 Beerbeer 578 0
9157 M 62.0 5 33 Water 6998 1
9158 "Не указан" 78.0 5 28 Beerbeer 4665 1
9159 м 48.0 4 12 Fanta 1577 1
9160 Ж 90.0 1 74 Beerbeer 161 1
9161 "Не указан" 7.0 0 23 Fanta 7929 1
9162 м 86.0 4 48 "Strong beer" 2469 1
9163 -  0 80 Cola 2802 0
9164 M 51.0 1 42 Water 6805 0
9165 м 90.0 2 32 Bugbeer 6292 1
9166 ж 67.0 2 11 Fanta 8123 1
9167 м 78.0 5 46 Cola 1864 1
9168 "Не указан" 48.0 2 61 Beerbeer 6740 0
9169 м 26.0 0 57 Cola 4153 0
9170 ж 63.0 3 19 Water 6554 0
9171 - 66.0 1 61 Beerbeer 6015 0
9172 Ж 87.0 2 68 Fanta 5322 0
9173 "Не указан" 100.0 4 11 Water 1021 0
9174 Ж 28.0 5 28 Water 6381 1
9175 - 72.0 0 42 Fanta 481 0
9176 - 78.0 1 42 Beerbeer 1832 1
9177 - 84.0 3 74 Cola 9168 1
9178 ж 100.0 5 48 Water 763 1
9179 M 27.0 43333386 49 Water 6705 0
9180 м 57.0 2 28 Water 5065 1
9181 м 69.0 2 11 Fanta 3747 1
9182 Ж 69.0 0 50 "Strong beer" 4579 0
9183 M 66.0 0 71 Water 7717 0
9184 "Не указан"  4 28 Cola 5443 0
9185 M 39.0 1 39 "Strong beer" 2452 1
9186 м 9.0 1 27 Bugbeer 7945 0
9187 м 93.0 0 33 Cola 3116 1
9188 ж 93.0 1 46 Fanta 2026 0
9189 "Не указан" 93.0 0 51 Fanta 4425 0
9190 M 92.0 1 56 Beerbeer 4751 1
9191 м 97.0 -2 74 Fanta 4824 0
9192 ж 89.0 3 45 "Strong beer" 5108 0
9193 м 38.0 0 24 "Strong beer" 3112 0
9194 Ж 72.0 1 72 Water 5692 0
9195 Ж 97.0 5 35 Bugbeer 725 1
9196 м 31.0 2 32 Beerbeer 6377 0
9197 M 59.0 0 69 Bugbeer 278 1
9198 "Не указан"  0 14 Cola 1011 1
9199 M 26.0 -1 27 Water 7844 0
9200 ж 40.0 2 53 Beerbeer 7920 1
9201 Ж 40.0 48187252 76 Beerbeer 351 1
9202 "Не указан" 75.0 2 71 "Strong beer" 1874 0
9203 - 41.0 1 16 Cola 206 0
9204 - 39.0 0 35 Cola 6128 0
9205 M 92.0 1 17 Cola 8736 1
9206 Ж 0.0 2 12 Fanta 6786 1
9207 Ж 0.0 0 40 Beerbeer 2608 0
9208 M 69.0 5 61 Bugbeer 1612 1
9209 Ж 74.0 5 27 Water 9975 0
9210 м 59.0 0 59 Water 1859 1
9211 - 11.0 0 58 Cola 4569 0
9212 м 82.0 3 50 Beerbeer 8648 1
9213 - 44.0 1 36 Water 1707 1
9214 ж 2.0 5 63 Cola 2867 0
9215 "Не указан" 20.0 1 34 Beerbeer 7452 0
9216 - 70.0 5 63 Beerbeer 4267 0
9217 - 92.0 5 26 Water 4354 1
9218 M 46.0 5 42 Water 5491 0
9219 м 29.0 1 46 Beerbeer 4628 1
9220 M 75.0 3 57 Bugbeer 5825 0
9221 "Не указан" 17.0 4 78 Water 9638 0
9222 м 34.0 4 80 "Strong beer" 5380 1
9223 "Не указан" 11.0 5 63 Bugbeer 6654 1
9224 M 47.0 3 30 Cola 5874 0
9225 ж 46.0 2 19 Fanta 4139 0
9226 M 59.0 0 77 Cola 7542 0
9227 м 45.0 0 22 "Strong beer" 7543 1
9228 м 22.0 5 19 Fanta 2587 1
9229 ж 54.0 1 26 Water 9650 0
9230 Ж 39.0 0 14 Water 5962 1
9231 "Не указан" 64.0 1 32 Bugbeer 1917 1
9232 - 25.0 5 40 Water 9637 0
9233 м 15.0 41639710 70 Water 8302 0
9234 м 38.0 -5 47 Fanta 2171 0
9235 M 91.0 5 34 Fanta 3328 0
9236 ж 91.0 4 56 Cola 1901 0
9237 м 54.0 5 25 Bugbeer 3262 1
9238 ж 96.0 2 80 "Strong beer" 1107 1
9239 ж 99.0 4 75 Water 4646 0
9240 - 69.0 1 47 Water 9925 0
9241 Ж 57.0 1 62 Cola 2516 1
9242 ж 67.0 4 69 Bugbeer 6485 0
9243 м 69.0 5 34 Bugbeer 8181 1
9244 ж 80.0 5 77 Cola 3540 1
9245 - 10.0 1 19 Cola 184 0
9246 ж 58.0 2 64 Water 125 0
9247 - 61.0 5 17 Cola 478 1
9248 - 40.0 1 46 Beerbeer 7310 0
9249 M  3 36 Fanta 5290 1
9250 м 21.0 3 20 Water 2697 1
9251 - 86.0 5 15 Water 6697 1
9252 Ж 38.0 2 79 Beerbeer 6511 1
9253 M 57.0 4 55 "Strong beer" 8258 1
9254 "Не указан" 3.0 5 15 Fanta 2768 1
9255 м 85.0 2 43 "Strong beer" 5569 0
9256 Ж 24.0 5 74 Bugbeer 9108 1
9257 M 92.0 4 45 Beerbeer 3937 1
9258 - 75.0 2 20 Fanta 4088 1
9259 ж  1 32 Beerbeer 6612 1
9260 ж 52.0 2 78 Water 6420 0
9261 M 53.0 4 22 Water 8739 1
9262 M 77.0 -1 43 Beerbeer 1710 1
9263 Ж 28.0 5 60 Water 8395 1
9264 ж 47.0 3 49 Cola 1983 1
9265 M 28.0 44765628 59 "Strong beer" 675 0
